MAPE,RMSE,MAE,R2,Time(s),Model,Dataset
5.412912081803965,3097.3988959217886,2197.1969414382684,0.9518448114395142,306.79086780548096,XMQ_Proposed (Paper),Malaysia
1.3355956696940148,250.1725637377803,181.36632967255807,0.9849220514297485,1000.0604438781738,XMQ_Proposed (Paper),ISO-NE
1.4559081776339262,182.87995984845455,137.48184485899682,0.9814722631519338,257.06280994415283,XMQ_Proposed (Paper),Belgium
