Dataset,n_estimators,max_depth,MAPE,RMSE,MAE,R2,Time(s)
ISO-NE,15,8,1.3635901323484851,246.60279601792914,183.926031394083,0.9853492975234985,4.111316680908203
ISO-NE,16,3,1.8118206926793279,315.94950019113907,243.1515766414788,0.9759509563446045,0.47124242782592773
ISO-NE,16,4,1.6745558137096064,291.5634745611641,224.67911250213456,0.9795200824737549,0.5656681060791016
ISO-NE,16,5,1.5605666942809793,275.9449640644369,211.2846339491547,0.981655478477478,0.8883566856384277
ISO-NE,16,6,1.4411770513791278,255.99166722976133,194.77841303257344,0.9842125177383423,2.2433040142059326
ISO-NE,16,7,1.3847882042018964,244.1333916402454,185.83393701438695,0.9856412410736084,2.717930316925049
ISO-NE,16,8,1.3356945565503766,245.06910508562427,181.09931187030395,0.9855309724807739,6.884620428085327
ISO-NE,17,3,1.8122430332388237,315.8993515745474,243.13150041090336,0.9759585857391357,0.43149471282958984
ISO-NE,17,4,1.6439329118412602,283.7332683684371,220.82221693028518,0.9806053042411804,0.9614195823669434
ISO-NE,17,5,1.546722511662373,273.6378914128618,209.05913672942282,0.9819608926773071,0.9530644416809082
ISO-NE,17,6,1.446882012466955,257.3320747914286,195.87298350516565,0.9840466976165771,2.371821403503418
ISO-NE,17,7,1.377800449488424,244.97553529207855,185.418212890625,0.9855419993400574,2.8738720417022705
ISO-NE,17,8,1.34297396539366,245.93286631141208,181.79190213563012,0.9854288101196289,7.343381643295288
ISO-NE,18,3,1.812757525146767,315.9045043605491,243.15697575136613,0.9759578108787537,0.42046284675598145
ISO-NE,18,4,1.674811445380275,291.5526315248989,224.68160393720117,0.979521632194519,0.5662925243377686
ISO-NE,18,5,1.5577429843365955,273.6846827857972,210.85592101050204,0.9819547533988953,1.299123764038086
ISO-NE,18,6,1.4137034200364844,254.1529274358347,190.78877033171108,0.9844384789466858,2.6806154251098633
ISO-NE,18,7,1.3829059578700353,248.55060451501328,187.15967797451333,0.9851169586181641,4.572088003158569
ISO-NE,18,8,1.3387541828671718,246.55115610943068,180.41452409921447,0.9853554368019104,7.5475852489471436
ISO-NE,19,3,1.8139689611405139,315.9306275566018,243.248856674778,0.9759538769721985,0.43013477325439453
ISO-NE,19,4,1.6443624614972259,283.75791206612115,220.89460929495388,0.980601966381073,0.9167976379394531
ISO-NE,19,5,1.5314511963052577,270.77364735237734,206.8865513202271,0.9823365807533264,1.3267967700958252
ISO-NE,19,6,1.4441380344406578,256.5703366998603,195.10981725473874,0.9841410517692566,2.6420257091522217
ISO-NE,19,7,1.373184426806494,246.71404305871428,185.72585609310963,0.9853360652923584,3.1881916522979736
ISO-NE,19,8,1.3665256326046464,248.7471155683752,185.18969326331967,0.9850934147834778,8.215619564056396
ISO-NE,20,3,1.813432857931786,315.9742542374987,243.24386379888148,0.9759472012519836,0.4376676082611084
ISO-NE,20,4,1.6433467243486926,283.6310515948587,220.72890651682036,0.9806193113327026,0.9710710048675537
ISO-NE,20,5,1.5490377021596815,274.0163854913531,209.32364575328722,0.9819110035896301,1.0840933322906494
ISO-NE,20,6,1.4443382109644767,256.5869264722624,195.16418056800717,0.9841389656066895,2.7745983600616455
ISO-NE,20,7,1.3712680161285569,248.0347620351972,185.32598910305668,0.9851786494255066,5.46662163734436
ISO-NE,20,8,1.4656314000516635,253.64858884866135,197.57116232283127,0.9845001697540283,5.665544271469116
Belgium,5,3,1.6195278729859695,200.79722497807253,152.77273930470847,0.9776591023140591,0.4067249298095703
Belgium,5,4,1.556212688010953,193.05534604637077,146.62431674390126,0.9793486298210443,0.5400397777557373
Belgium,5,5,1.5198962536909226,189.7384984687079,143.16804643230165,0.9800521485545912,0.5972568988800049
Belgium,5,6,1.4724553902241695,184.70889307928203,138.2904812280902,0.9810956905444391,0.5825521945953369
Belgium,5,7,1.5181170261639392,190.64073601151185,142.81195431053112,0.9798619869203397,0.8128323554992676
Belgium,5,8,1.4565224405955235,183.63779424799466,136.87795876302584,0.9813143012975625,2.0371344089508057
